ticks;ax_20300039 (Fs:1024Hz Unit:m/s^2);ay_20300039 (Fs:1024Hz Unit:m/s^2);az_20300039 (Fs:1024Hz Unit:m/s^2)
54;3,743489;-7,96324158;4,653961
55;3,321332;-8,160157;4,95259953
56;3,13226342;-8,23282;5,41635
57;3,59627533;-7,939263;6,298625
58;3,71606684;-7,76850557;7,00143
59;3,25277662;-7,86442041;7,067475
60;3,01247168;-7,8666;6,87221146
61;2,875361;-7,95161533;6,61879969
62;2,845774;-8,141265;6,369695
63;3,31772375;-8,107841;6,30006075
64;3,69874763;-8,078049;6,35318375
65;3,45050478;-8,342541;6,32446861
66;3,17556143;-8,574334;6,370413
67;3,273704;-8,553262;6,72217464
68;3,35957861;-8,497312;7,14285231
69;3,275869;-8,501672;7,404161
70;3,184221;-8,564888;7,55778742
71;3,29823971;-8,625198;7,690595
72;3,57823443;-8,606306;7,88011551
73;3,634522;-8,70076752;7,93467426
74;3,600605;-8,892596;7,70064545
75;3,69513941;-8,9703455;7,544865
76;3,77091122;-8,986332;7,65757275
77;3,997505;-8,902769;7,81335258
78;4,25152063;-8,820661;7,774587
79;4,34533358;-8,832287;7,49102449
80;4,722749;-8,597587;7,22756243
81;5,16872025;-8,219014;7,000712
82;5,13191652;-8,128912;6,39841032
83;4,82449961;-8,298943;5,37902
84;4,54234028;-8,530737;4,358912
85;4,46656847;-8,622292;3,55703974
86;4,509145;-8,58378;2,95402026
87;4,21471739;-8,726926;2,48380876
88;3,94482541;-8,830107;2,09687114
89;4,09059572;-8,649903;1,79607928
90;4,053071;-8,586687;1,58071518
91;3,8336935;-8,611392;1,5362066
92;3,84884787;-8,440635;1,761621
93;3,799055;-8,286591;2,12056112
94;3,61431623;-8,22555351;2,367512
95;3,67926335;-8,038811;2,55775046
96;3,79544687;-7,843348;2,80326533
97;3,58833718;-7,8389883;2,98991442
98;3,361022;-7,852794;3,178717
99;3,25927138;-7,82372952;3,51324916
100;3,05721331;-7,86369371;3,80255485
101;3,11855221;-7,76705265;3,92459464
102;3,49091649;-7,551971;3,95402765
103;3,55081224;-7,58394241;3,90377617
104;3,36246514;-7,75252;4,04017353
105;3,345146;-7,81355667;4,47305536
106;3,39710379;-7,89493847;4,758054
107;3,257828;-8,034451;4,857121
108;2,98288465;-8,164517;4,95188141
109;2,730312;-8,304756;4,95834255
110;2,62639642;-8,348353;4,99854374
111;2,74618816;-8,210295;5,025823
112;3,19288087;-7,80556345;5,2060113
113;3,72616982;-7,34270239;5,6231
114;3,83802342;-7,277306;5,621664
115;3,65977931;-7,432804;5,254827
116;3,39277387;-7,5628705;5,025823
117;2,8428874;-7,925457;4,71569872
118;2,4900074;-8,248806;4,450801
119;2,94680285;-7,98431349;4,61017036
120;3,56885314;-7,59920168;4,67908669
121;3,73049951;-7,591209;4,445776
122;3,63019228;-7,75034;4,328761
123;3,47504044;-7,915284;4,300764
124;3,35380554;-8,031545;4,2095933
125;3,17484;-8,104207;4,12201166
126;2,76495051;-8,278598;4,197389
127;2,355783;-8,54091;4,403421
128;2,28578424;-8,657896;4,53048563
129;2,32547426;-8,5685215;4,862864
130;2,35722637;-8,325102;5,369688
131;2,67618942;-7,90075159;5,351741
132;3,01968813;-7,48366833;5,004287
133;3,125047;-7,22280931;4,80328035
134;3,19215918;-7,03098;4,59078741
135;3,172675;-6,964857;4,342401
136;3,05504823;-6,989562;4,150009
137;2,94680285;-7,01426744;3,98130727
138;2,7750535;-7,11599541;3,92387676
139;2,56505752;-7,243881;4,00499725
140;2,42289519;-7,29837847;4,040891
141;2,30671167;-7,33834267;4,11196136
142;2,19413662;-7,39501953;4,35029745
143;2,1284678;-7,40446568;4,5857625
144;2,09094262;-7,349969;4,81261253
145;2,06352043;-7,258414;5,1370945
146;2,04403639;-7,144334;5,46875525
147;2,05774736;-7,02008057;5,745139
148;2,12413788;-6,90745354;5,975579
149;2,203518;-6,83769751;6,1414094
150;2,2836194;-6,83115768;6,197404
151;2,3961947;-6,8783884;6,11987257
152;2,53186226;-6,95831728;5,950453
153;2,65381861;-7,058592;5,71785975
154;2,76567221;-7,170492;5,428554
155;2,889072;-7,26931334;5,13565874
156;3,01175022;-7,34270239;4,882247
157;3,11783051;-7,406646;4,677651
158;3,200097;-7,46041632;4,53120375
159;3,25854969;-7,49093437;4,455108
160;3,3018477;-7,51345968;4,439315
161;3,3249402;-7,540345;4,46013355
162;3,32638335;-7,56650352;4,50894928
163;3,32277536;-7,59193563;4,58648
164;3,313394;-7,61736727;4,67693329
165;3,28236365;-7,63262653;4,76307869
166;3,22896266;-7,62681341;4,85281372
167;3,17484;-7,61954737;4,94039536
168;3,13082;-7,62318039;4,995672
169;3,096903;-7,62536049;5,02941227
170;3,07236767;-7,623907;5,04592371
171;3,05649161;-7,63625956;5,031566
172;3,06370783;-7,65805864;4,99351835
173;3,08102727;-7,674771;4,941831
174;3,09762478;-7,70092964;4,888708
175;3,1286552;-7,737261;4,838456
176;3,17411828;-7,76487255;4,79538345
177;3,21597314;-7,78521824;4,758054
178;3,26071453;-7,799751;4,727185
179;3,315559;-7,816463;4,7078023
180;3,36896;-7,8382616;4,69057274
181;3,41586637;-7,849888;4,67549753
182;3,45339131;-7,84843445;4,66831875
183;3,472154;-7,842622;4,66114
184;3,46926737;-7,836082;4,65037155
185;3,459886;-7,83099556;4,6388855
186;3,46565914;-7,830269;4,61591339
187;3,45122647;-7,839715;4,58360863
188;3,384836;-7,865147;4,574994
189;3,327105;-7,89348555;4,605145
190;3,34586763;-7,882586;4,653243
191;3,51256561;-7,7728653;4,71569872
192;3,81853914;-7,57304335;4,810459
193;4,055236;-7,431351;4,86142826
194;4,13533735;-7,432078;4,74943924
195;4,156986;-7,50401354;4,474491
196;4,165646;-7,585396;4,1055
197;4,16492462;-7,680584;3,70205164
198;4,148327;-7,807017;3,31583214
199;4,12956429;-7,92037058;2,97699261
200;4,116575;-7,99666643;2,722863
201;4,06533861;-8,074415;2,58287621
202;3,9722476;-8,176143;2,51970267
203;3,86761045;-8,30621;2,46083641
204;3,74709725;-8,457348;2,46299
205;3,64967632;-8,549629;2,67261124
206;3,57606959;-8,519111;3,04878044
207;3,464216;-8,395584;3,51683855
208;3,3956604;-8,158704;4,13924074
209;3,436072;-7,82082272;4,81333065
210;3,517617;-7,51636648;5,345998
211;3,57967758;-7,34706259;5,722885
212;3,644625;-7,28893232;5,938249
213;3,89358926;-7,21263647;5,931788
214;4,35327148;-7,11308861;5,693452
215;4,64481258;-7,19665051;5,258416
216;4,792026;-7,40155935;4,71928835
217;5,07923746;-7,477855;4,18877459
218;5,03666067;-7,561417;3,76953244
219;4,57697868;-7,76269245;3,45510077
220;4,225542;-7,95161533;3,16077
221;4,00399971;-8,079502;2,949713
222;3,79689;-8,134726;2,972685
223;3,615038;-8,0933075;3,22322536
224;3,50823569;-7,916011;3,55991125
225;3,44184518;-7,680584;3,93536282
226;3,305456;-7,53162527;4,36393738
227;3,154634;-7,42844439;4,761643
228;3,07236767;-7,2852993;5,043052
229;3,02257466;-7,15668631;5,19165325
230;2,958349;-7,085477;5,225394
231;2,91649413;-7,02952671;5,17298841
232;2,915051;-6,96703672;5,062435
233;2,91216445;-6,91036;4,9210124
234;2,9309268;-6,866036;4,7559
235;2,964122;-6,84569025;4,59078741
236;2,96700859;-6,83842373;4,443622
237;2,96917367;-6,83842373;4,304353
238;2,97927642;-6,844237;4,19595337
239;2,96917367;-6,836244;4,13134432
240;2,95762753;-6,812992;4,096168
241;2,94752455;-6,78828669;4,099757
242;2,934535;-6,76358128;4,13924074
243;2,93958664;-6,74614239;4,189492
244;2,922989;-6,74832249;4,257691
245;2,889072;-6,75558853;4,347426
246;2,90711284;-6,76212835;4,42854643
247;2,92731881;-6,781747;4,497463
248;2,90639138;-6,800639;4,559201
249;2,93525672;-6,80572557;4,60227346
250;2,99515247;-6,823891;4,62237453
251;2,982163;-6,85659;4,64032125
252;2,944638;-6,890741;4,65108967
253;2,90639138;-6,945238;4,65611458
254;2,85010362;-6,999735;4,681958
255;2,91432929;-7,02444029;4,691291
256;3,079584;-7,06077147;4,676215
257;3,194324;-7,131254;4,6920085
258;3,305456;-7,21917629;4,7408247
259;3,436072;-7,31945038;4,80686951
260;3,50246263;-7,429898;4,91024446
261;3,56019354;-7,45750952;5,08325338
262;3,74060249;-7,32381058;5,15504169
263;3,97802067;-7,13852072;5,007876
264;4,14111042;-6,94741774;4,943267
265;4,22626352;-6,717804;4,979161
266;4,235645;-6,518708;4,85424948
267;4,143997;-6,379196;4,63314247
268;4,049463;-6,272382;4,429982
269;3,93833065;-6,20698547;4,277074
270;3,666274;-6,20262575;4,20385027
271;3,32782674;-6,24477;4,2246685
272;3,05721331;-6,29636049;4,384038
273;2,89773154;-6,347951;4,68052244
274;2,83278441;-6,402448;5,052385
275;2,75123954;-6,45767164;5,42496443
276;2,66752982;-6,4932766;5,750882
277;2,57227373;-6,59209776;5,9583497
278;2,48639917;-6,78465366;6,12059069
279;2,58670664;-6,774481;6,51327133
280;2,52320266;-6,710538;6,67192268
281;2,16599274;-6,90890646;6,262013
282;2,117643;-7,0920167;6,06100655
283;2,39908123;-7,15959263;6,243348
284;2,72742558;-7,20827675;6,35677338
285;3,14741778;-7,20609665;6,34528732
286;3,65256286;-7,17194557;6,299343
287;4,15265656;-7,127621;6,27708864
288;4,55099964;-7,124715;6,27996
289;4,80790234;-7,18211842;6,291446
290;4,94789934;-7,25550747;6,329494
291;4,99697065;-7,344156;6,384771
292;4,9746;-7,445157;6,430715
293;4,887282;-7,540345;6,47091627
294;4,750893;-7,63044643;6,50034952
295;4,5993495;-7,70528936;6,50681
296;4,447806;-7,753973;6,48742771
297;4,3042;-7,777225;6,45225143
298;4,181522;-7,77867842;6,42138243
299;4,072555;-7,77504539;6,39912844
300;3,971526;-7,75905943;6,377592
301;3,88492966;-7,7314477;6,34959459
302;3,802663;-7,713282;6,31370068
303;3,72616982;-7,698023;6,285703
304;3,66699553;-7,67913055;6,262731
305;3,62153244;-7,66387129;6,21247959
306;3,59194541;-7,63916636;6,144281
307;3,58617234;-7,597022;6,07823563
308;3,60782146;-7,555604;6,00214052
309;3,63596535;-7,51128;5,92102
310;3,67204714;-7,43789053;5,842771
311;3,7225616;-7,345609;5,756625
312;3,77091122;-7,24969435;5,661865
313;3,8163743;-7,14070034;5,567823
314;3,862559;-7,022987;5,4802413
315;3,89647579;-6,91471958;5,39624929
316;3,90730047;-6,80790567;5,32159
317;3,89142442;-6,69963837;5,27062035
318;3,84812617;-6,595731;5,23329067
319;3,783179;-6,48819;5,19739628
320;3,68359327;-6,406808;5,12991571
321;3,55009055;-6,36975;5,00356865
322;3,44401;-6,317433;4,900194
323;3,36246514;-6,24041033;4,880811
324;3,24339533;-6,191;4,88152933
325;3,119274;-6,164841;4,844199
326;3,02113152;-6,167748;4,785333
327;2,77721834;-6,21933842;4,811177
328;2,17609572;-6,32615232;4,954753
329;1,4667275;-6,464938;5,04592371
330;1,15281582;-6,525248;5,043052
331;1,233639;-6,459125;5,06458855
332;1,45012987;-6,35231066;5,09545755
333;1,71136212;-6,26874876;5,08971453
334;1,87084365;-6,230964;5,12417269
335;2,16094136;-6,21933842;5,23831558
336;3,11422253;-6,026782;5,25769854
337;4,25801563;-5,71360636;5,06458855
338;4,874293;-5,88945;4,810459
339;4,89522028;-6,67565966;4,60227346
340;4,271005;-7,54906464;4,43500757
341;3,3249402;-8,242266;4,347426
342;2,69856;-8,623745;4,336658
343;2,64876723;-8,532917;4,386192
344;2,98721457;-8,087495;4,57930136
345;3,40576339;-7,56868362;4,95044565
346;3,7225616;-7,15014648;5,332358
347;3,90224886;-6,87475538;5,57500172
348;3,91235185;-6,801366;5,67191553
349;3,67782021;-6,97938967;5,67191553
350;3,41297984;-7,210457;5,645354
351;3,43390727;-7,277306;5,567823
352;3,69874763;-7,20464373;5,39266
353;4,024205;-7,088383;5,17514229
354;4,334509;-6,999008;4,97485352
355;4,57625675;-6,999008;4,80328035
356;4,693162;-7,0905633;4,64462852
357;4,69244051;-7,234435;4,503924
358;4,64625549;-7,39429331;4,435725
359;4,597906;-7,525086;4,44146824
360;4,509866;-7,620274;4,48310566
361;4,356158;-7,69220972;4,54269
362;4,22842836;-7,70819569;4,605145
363;4,265232;-7,657332;4,6999054
364;4,417497;-7,58394241;4,870761
365;4,475228;-7,52363253;5,069614
366;4,35255;-7,51200676;5,21319
367;4,28182936;-7,53307867;5,30364275
368;4,45213556;-7,505467;5,37758446
369;4,536567;-7,452423;5,393378
370;4,32729244;-7,411732;5,350305
371;4,06028748;-7,336163;5,369688
372;3,81204438;-7,234435;5,463012
373;3,600605;-7,10654926;5,59151268
374;3,47576213;-6,95759058;5,79898
375;3,51906013;-6,86458254;5,970554
376;3,90369225;-6,814445;5,93465948
377;4,238531;-6,82897758;5,77887964
378;3,973691;-6,988109;5,661147
379;3,511844;-7,150873;5,67550468
380;3,34586763;-7,18502474;5,9174304
381;3,3516407;-7,15595961;6,304368
382;3,573183;-7,08039045;6,600135
383;3,9809072;-7,0048213;6,66115475
384;4,064617;-7,087657;6,531218
385;3,708129;-7,27439976;6,3395443
386;3,3870008;-7,363048;6,195968
387;3,30401278;-7,27294636;6,244066
388;3,72111821;-7,012814;6,32087946
389;4,8071804;-6,84714365;5,97916842
390;5,33036661;-7,04333258;5,488138
391;4,880066;-7,320904;5,386917
392;4,75738764;-7,42699146;5,554183
393;4,808624;-7,499654;5,79180145
394;4,31646824;-7,532352;6,09115744
395;3,90080571;-7,412459;6,365388
396;3,969361;-7,19592428;6,49460649
397;4,010494;-7,012814;6,495324
398;3,947712;-6,82897758;6,402
399;4,260902;-6,56303263;6,274935
400;4,50698;-6,4257;6,25339842
401;4,23420143;-6,46057844;6,26344872
402;3,98523712;-6,435873;6,21894026
403;3,862559;-6,38428259;6,25914145
404;3,49524617;-6,39372873;6,34959459
405;3,05288339;-6,343591;6,37328434
406;2,81402183;-6,18591356;6,406307
407;2,78876472;-6,03041553;6,46948051
408;2,99298763;-5,95266628;6,484556
409;3,25927138;-5,97737169;6,4256897
410;3,29679632;-6,13722944;6,28426743
411;2,99659586;-6,41189432;6,03013754
412;2,66247821;-6,61680269;5,8564105
413;2,69134378;-6,63932848;5,979886
414;2,712993;-6,685106;6,09331131
415;2,48351264;-6,766488;5,9274807
416;2,56361413;-6,69745827;5,82625961
417;2,92371058;-6,62988234;5,956914
418;3,17916965;-6,68219948;6,03013754
419;3,440402;-6,74541569;6,06100655
420;3,615038;-6,863856;6,21822262
421;3,52916312;-7,07675743;6,342416
422;3,3516407;-7,29256535;6,31513643
423;3,28236365;-7,433531;6,300779
424;3,19288087;-7,52653933;6,287139
425;3,043502;-7,547611;6,168689
426;3,146696;-7,458236;6,01362658
427;3,582564;-7,301285;6,023677
428;3,95709324;-7,22644234;6,183764
429;4,01771069;-7,333983;6,19381428
430;4,16420269;-7,40155935;6,310829
431;4,353993;-7,45315;6,636029
432;4,328736;-7,606468;6,856418
433;4,39223957;-7,7299943;7,05957842
434;4,368426;-7,911651;7,14787769
435;4,019154;-8,138358;6,99137974
436;3,87627;-8,189949;6,842778
437;4,260902;-8,027911;6,936103
438;4,54667;-7,889852;7,132802
439;4,2572937;-7,923277;7,09547234
440;3,77091122;-7,96033525;6,951178
441;3,63813019;-7,82082272;7,04881
442;4,323684;-7,46913576;7,403443
443;5,31088257;-7,26495361;7,65254736
444;5,388819;-7,551971;7,46374464
445;4,44997072;-8,094034;7,02224827
446;3,684315;-8,344721;6,86646843
447;4,012659;-8,084588;7,239766
448;4,530794;-7,84698153;7,56855536
449;4,31286;-7,95306873;7,385496
450;4,221212;-7,99375963;7,180182
451;4,623163;-7,94362259;7,17085
452;4,54667;-8,097668;7,05168152
453;3,926063;-8,261885;6,983483
454;3,83008528;-8,171783;7,10336876
455;4,419662;-8,000299;7,10983
456;4,566154;-8,070783;6,832728
457;4,151213;-8,231367;6,54916525
458;4,193068;-8,121646;6,63387537
459;4,572649;-7,948709;6,867186
460;4,55749464;-7,97050762;6,90666962
461;4,42832136;-7,99303341;6,85354662
462;4,59718466;-7,97341442;6,7157135
463;4,70326471;-8,085315;6,4565587
464;4,5928545;-8,255345;6,22899055
465;4,530794;-8,300396;6,148588
466;4,57120562;-8,22628;6,238323
467;4,695327;-8,15725;6,315854
468;4,85047865;-8,163064;6,18663549
469;4,89089;-8,18123;6,00142241
470;4,85264349;-8,164517;5,908098
471;4,83532429;-8,165244;5,87005043
472;4,828108;-8,155071;5,91814852
473;4,8512;-8,075869;6,010755
474;4,90027142;-7,99666643;5,97916842
475;4,93058;-7,99666643;5,758779
476;4,9522295;-8,035177;5,48598433
477;4,937075;-8,036631;5,34169054
478;4,85986;-8,005385;5,32446146
479;4,79707766;-7,97486734;5,30651426
480;4,77326345;-7,952342;5,24477673
481;4,754501;-7,92981672;5,19093561
482;4,7393465;-7,898572;5,14427328
483;4,729965;-7,86805344;5,08253574
484;4,719141;-7,8382616;5,027259
485;4,69749165;-7,804837;4,984904
486;4,68378067;-7,756153;4,960496
487;4,6780076;-7,695843;4,95618868
488;4,653472;-7,63044643;4,96911049
489;4,61522532;-7,5606904;4,9820323
490;4,57337046;-7,498201;4,979161
491;4,55605125;-7,421905;4,96265
492;4,571927;-7,31799746;4,91168
493;4,57914352;-7,223536;4,82409859
494;4,54161835;-7,18284464;4,738671
495;4,46656847;-7,18720436;4,678369
496;4,369869;-7,20827675;4,649654
497;4,26595354;-7,23588848;4,64534664
498;4,15842962;-7,27076674;4,678369
499;4,054514;-7,299832;4,75374651
500;3,97080445;-7,309278;4,83343124
501;3,9109087;-7,318724;4,90163
502;3,87338352;-7,326717;4,968393
503;3,85606432;-7,320904;5,021516
504;3,84451818;-7,31363773;5,063153
505;3,817096;-7,31363773;5,099765
506;3,77235436;-7,31945038;5,11986542
507;3,72905636;-7,31581736;5,122737
508;3,687923;-7,31436443;5,109097
509;3,658336;-7,31945038;5,08971453
510;3,656171;-7,306371;5,08540726
511;3,660501;-7,29256535;5,103354
512;3,66483068;-7,283846;5,12776232
513;3,67493367;-7,26931334;5,1370945
514;3,68070674;-7,259867;5,15217
515;3,67204714;-7,24533463;5,17729568
516;3,64967632;-7,23152876;5,18591
517;3,63235712;-7,2395215;5,17944956
518;3,64101672;-7,260594;5,183757
519;3,67276859;-7,280213;5,20960045
520;3,713902;-7,29256535;5,225394
521;3,75864339;-7,29474545;5,22682953
522;3,799055;-7,286752;5,24764824
523;3,83658;-7,27875948;5,2742095
524;3,878435;-7,279486;5,28784943
525;3,90513539;-7,2845726;5,30148935
526;3,9109087;-7,299105;5,31153965
527;3,91523838;-7,323084;5,314411
528;3,91379523;-7,34851551;5,310104
529;3,905857;-7,375401;5,29574633
530;3,894311;-7,40373945;5,28067064
531;3,88348651;-7,421905;5,26344156
532;3,88204312;-7,42481136;5,256263
533;3,88492966;-7,41754532;5,25913429
534;3,89358926;-7,4088254;5,25698042
535;3,91523838;-7,40301275;5,262006
536;3,93833065;-7,40301275;5,27564526
537;3,96214485;-7,419725;5,289285
538;3,99822664;-7,44007063;5,29933548
539;4,032865;-7,454603;5,30651426
540;4,05595732;-7,478582;5,31082153
541;4,078328;-7,51200676;5,31728268
542;4,102864;-7,53743839;5,325179
543;4,11585331;-7,555604;5,325179
544;4,126678;-7,58030939;5,325179
545;4,15337849;-7,598475;5,33738327
546;4,18657351;-7,6057415;5,348151
547;4,21038771;-7,61664057;5,357484
548;4,22409868;-7,61736727;5,371124
549;4,2399745;-7,598475;5,375431
550;4,255851;-7,587576;5,373277
551;4,26451;-7,588302;5,38476324
552;4,261624;-7,58030939;5,39553165
553;4,24863434;-7,561417;5,380456
554;4,239253;-7,55487776;5,357484
555;4,22987175;-7,558511;5,34527969
556;4,216882;-7,55633068;5,338101
557;4,213274;-7,557784;5,344562
558;4,22482;-7,56505;5,357484
559;4,237088;-7,57086325;5,36897
560;4,2399745;-7,57667637;5,38548136
561;4,24213934;-7,58394241;5,404146
562;4,24286127;-7,590482;5,42999
563;4,23348;-7,59411526;5,465166
564;4,221934;-7,59920168;5,49244547
565;4,22337675;-7,6057415;5,512546
566;4,226985;-7,61373425;5,537672
567;4,21832561;-7,61736727;5,5642333
568;4,215439;-7,61954737;5,582898
569;4,215439;-7,62318039;5,59151268
570;4,22049046;-7,620274;5,600127
571;4,23492336;-7,607921;5,615203
572;4,23780966;-7,59411526;5,630996
573;4,232758;-7,58975554;5,63745737
574;4,232758;-7,591209;5,6353035
575;4,23203659;-7,58612251;5,638893
576;4,22987175;-7,58612251;5,65396833
577;4,22409868;-7,59338856;5,661147
578;4,21255255;-7,59411526;5,66042948
579;4,201728;-7,59266233;5,65396833
580;4,188017;-7,59338856;5,64750767
581;4,163481;-7,589029;5,65325069
582;4,14904833;-7,583216;5,65899372
583;4,14544;-7,57958269;5,651097
584;4,132451;-7,57594967;5,638175
585;4,11368847;-7,561417;5,621664
586;4,09925556;-7,535259;5,603717
587;4,08554459;-7,51636648;5,592231
588;4,07039;-7,50692034;5,579309
589;4,063174;-7,485848;5,57069445
590;4,0574007;-7,456783;5,57500172
591;4,038638;-7,432804;5,58146238
592;4,006886;-7,415365;5,58720541
593;3,97585583;-7,39429331;5,59582
594;3,9549284;-7,363048;5,603717
595;3,92894959;-7,33107662;5,59869146
596;3,889981;-7,301285;5,5821805
597;3,852456;-7,27294636;5,577155
598;3,81926084;-7,240975;5,57643747
599;3,785344;-7,203917;5,55346537
600;3,74709725;-7,18139172;5,52187824
601;3,70596385;-7,168312;5,50393152
602;3,674212;-7,14942;5,500342
603;3,646068;-7,12980127;5,49747038
604;3,61359453;-7,108729;5,49100971
605;3,57751274;-7,08693027;5,49100971
606;3,5399878;-7,06731129;5,48526669
607;3,501741;-7,05132532;5,48095942
608;3,46638083;-7,034613;5,48526669
609;3,44112349;-7,019354;5,47162676
610;3,41586637;-7,00118828;5,44219351
611;3,384836;-6,97357655;5,4292717
612;3,35885715;-6,94015169;5,428554
613;3,33576465;-6,90454674;5,41276073
614;3,307621;-6,871122;5,39266
615;3,27731228;-6,84569025;5,38978863
616;3,24989;-6,81953144;5,39624929
617;3,220303;-6,78901339;5,404864
618;3,18927264;-6,76576138;5,42352867
619;3,158964;-6,747596;5,437886
620;3,12721181;-6,72289038;5,44865465
621;3,096903;-6,69963837;5,47880554
622;3,06875944;-6,690192;5,516135
623;3,0427804;-6,68728542;5,544851
624;3,02040982;-6,68728542;5,57643747
625;3,00164723;-6,686559;5,61017752
626;2,98793626;-6,677113;5,638893
627;2,98288465;-6,67565966;5,6582756
628;2,97350335;-6,69164562;5,672633
629;2,95690584;-6,70254469;5,687709
630;2,95690584;-6,703998;5,705656
631;2,960514;-6,71853065;5,72575665
632;2,95690584;-6,74178267;5,730064
633;2,968452;-6,74832249;5,72001362
634;2,984328;-6,74832249;5,728628
635;3,00092554;-6,750502;5,74872875
636;3,02329636;-6,74977541;5,756625
637;3,03845072;-6,75558853;5,76308632
638;3,05504823;-6,7693944;5,78462267
639;3,08030558;-6,77884054;5,80903053
640;3,105563;-6,79191971;5,81262
641;3,13154173;-6,81953144;5,80328751
642;3,15752053;-6,84569025;5,80472326
643;3,182778;-6,86458254;5,81262
644;3,20370531;-6,886381;5,82051659
645;3,22318959;-6,90527344;5,82769537
646;3,252055;-6,92489243;5,83272076
647;3,2838068;-6,94741774;5,82841349
648;3,31411552;-6,96703672;5,814056
649;3,35019732;-6,98156929;5,80185175
650;3,38194942;-6,991742;5,795391
651;3,41297984;-7,0048213;5,787494
652;3,45266962;-7,02807331;5,77959728
653;3,49235964;-7,054232;5,7724185
654;3,52627659;-7,068038;5,76523972
655;3,55658531;-7,068038;5,764522
656;3,5840075;-7,07312441;5,77887964
657;3,61359453;-7,08620358;5,789648
658;3,63957357;-7,09346962;5,781033
659;3,660501;-7,10582256;5,77457237
660;3,67709851;-7,12108135;5,776726
661;3,68359327;-7,131981;5,765958
662;3,67926335;-7,14724;5,756625
663;3,67493367;-7,164679;5,760215
664;3,68070674;-7,17630529;5,76165056
665;3,6872015;-7,180665;5,75518942
666;3,68142843;-7,18575144;5,74370337
667;3,67637682;-7,186478;5,730064
668;3,68287158;-7,17921162;5,722167
669;3,68936634;-7,17267227;5,705656
670;3,69225287;-7,17194557;5,67765856
671;3,68864465;-7,174125;5,661865
672;3,68070674;-7,168312;5,65396833
673;3,68215;-7,157413;5,630996
674;3,67565536;-7,155233;5,600127
675;3,65905762;-7,1516;5,5742836
676;3,65544939;-7,13706732;5,55705452
677;3,658336;-7,11672163;5,54628658
678;3,65328455;-7,098556;5,535518
679;3,638852;-7,087657;5,52474976
680;3,620811;-7,078211;5,502496
681;3,610708;-7,06077147;5,478088
682;3,60421324;-7,0469656;5,465166
683;3,59050226;-7,038246;5,455116
684;3,57751274;-7,03679276;5,447219
685;3,575348;-7,03751945;5,445783
686;3,57246137;-7,02662039;5,44004
687;3,56452322;-7,01644754;5,422811
688;3,57606959;-7,00845432;5,41347837
689;3,600605;-6,99028873;5,40701771
690;3,58039927;-6,99101543;5,40271044
691;3,626584;-6,91689968;5,39696741
692;3,87554836;-6,63932848;5,30507851
693;4,10214233;-6,35521746;5,11268663
694;4,09348249;-6,25930262;4,9310627
695;3,949877;-6,25566959;4,81835556
696;3,767303;-6,25276327;4,804716
697;3,56380177;-6,22079134;4,90234756
698;3,38339257;-6,149582;5,03659153
699;3,244117;-6,06529331;5,163656
700;3,09185171;-5,97737169;5,302925
