ticks;ax_20300039 (Fs:1024Hz Unit:m/s^2);ay_20300039 (Fs:1024Hz Unit:m/s^2);az_20300039 (Fs:1024Hz Unit:m/s^2)
491;-0,350351959;-0,151281431;9,667638
492;-0,350351959;-0,143288538;9,652562
493;-0,325816333;-0,1534613;9,664766
494;-0,3092187;-0,157094449;9,671945
495;-0,304167271;-0,137475535;9,627437
496;-0,294064343;-0,142561913;9,636051
497;-0,306332171;-0,1534613;9,668356
498;-0,324373066;-0,144015163;9,64897251
499;-0,315713435;-0,1534613;9,659023
500;-0,307775438;-0,157094449;9,66692
501;-0,292621076;-0,13674891;9,628154
502;-0,269528747;-0,146195039;9,637486
503;-0,271693647;-0,16000095;9,658305
504;-0,276745081;-0,144741789;9,631743
505;-0,2810749;-0,14837493;9,649691
506;-0,304167271;-0,155641183;9,681277
507;-0,310661972;-0,139655411;9,658305
508;-0,294786;-0,1505548;9,66333
509;-0,280353278;-0,157821074;9,675534
510;-0,260147452;-0,13602227;9,63318
511;-0,250044554;-0,14837493;9,638923
512;-0,268807083;-0,165087327;9,675534
513;-0,2832398;-0,141108662;9,651126
514;-0,280353278;-0,141108662;9,65687
515;-0,2810749;-0,157094449;9,679124
516;-0,268807083;-0,146195039;9,642511
517;-0,246436387;-0,1534613;9,646819
518;-0,234890208;-0,163634077;9,667638
519;-0,2247873;-0,144741789;9,627437
520;-0,230560392;-0,1476483;9,63318
521;-0,259425819;-0,157821074;9,671945
522;-0,267363816;-0,137475535;9,646101
523;-0,252209455;-0,141835287;9,644666
524;-0,24066329;-0,156367809;9,670509
525;-0,2226224;-0,138202161;9,638205
526;-0,21324113;-0,141835287;9,63318
527;-0,221900761;-0,154914558;9,667638
528;-0,228395477;-0,13602227;9,655434
529;-0,2428282;-0,138202161;9,658305
530;-0,26808545;-0,154187933;9,684867
531;-0,26808545;-0,13674891;9,654716
532;-0,24066329;-0,138202161;9,647537
533;-0,2247873;-0,157094449;9,676252
534;-0,219014212;-0,141835287;9,645383
535;-0,2146844;-0,141108662;9,634615
536;-0,2247873;-0,159274325;9,675534
537;-0,232725292;-0,149101555;9,658305
538;-0,232003659;-0,145468414;9,651844
539;-0,235611841;-0,1534613;9,684149
540;-0,224065661;-0,141108662;9,650409
541;-0,200973317;-0,146921679;9,638205
542;-0,198086768;-0,1614542;9,669073
543;-0,209632948;-0,145468414;9,640358
544;-0,216127664;-0,142561913;9,644666
545;-0,2226224;-0,1534613;9,680559
546;-0,223344028;-0,143288538;9,647537
547;-0,218292579;-0,146195039;9,646101
548;-0,211797848;-0,157094449;9,673381
549;-0,189427137;-0,141108662;9,63964
550;-0,172829509;-0,141835287;9,633897
551;-0,1829324;-0,154914558;9,658305
552;-0,190148771;-0,13674891;9,634615
553;-0,19520022;-0,137475535;9,64322948
554;-0,207468033;-0,157821074;9,680559
555;-0,199530035;-0,151281431;9,64897251
556;-0,177159324;-0,152008057;9,635333
557;-0,175716057;-0,162180826;9,661177
558;-0,177159324;-0,1476483;9,640358
559;-0,175716057;-0,146195039;9,638205
560;-0,191592038;-0,152734682;9,666202
561;-0,2067464;-0,138202161;9,644666
562;-0,206024766;-0,142561913;9,640358
563;-0,200251684;-0,154187933;9,672663
564;-0,1887055;-0,141835287;9,657587
565;-0,175716057;-0,144741789;9,644666
566;-0,169221327;-0,1585477;9,66692
567;-0,172829509;-0,142561913;9,651844
568;-0,193035319;-0,137475535;9,647537
569;-0,211797848;-0,1505548;9,671945
570;-0,21540603;-0,137475535;9,646819
571;-0,208911315;-0,137475535;9,636768
572;-0,189427137;-0,1585477;9,667638
573;-0,162004963;-0,1505548;9,647537
574;-0,1504588;-0,143288538;9,633897
575;-0,16994296;-0,149828181;9,658305
576;-0,189427137;-0,146195039;9,642511
577;-0,1908704;-0,155641183;9,641794
578;-0,192313686;-0,166540578;9,668356
579;-0,193756953;-0,14837493;9,649691
580;-0,1829324;-0,144015163;9,644666
581;-0,16777806;-0,1585477;9,659741
582;-0,156953514;-0,154187933;9,638205
583;-0,166334778;-0,152008057;9,645383
584;-0,191592038;-0,159274325;9,674099
585;-0,1988084;-0,14837493;9,651844
586;-0,1908704;-0,145468414;9,647537
587;-0,187262222;-0,157821074;9,671945
588;-0,172829509;-0,152008057;9,64897251
589;-0,15623188;-0,146921679;9,632462
590;-0,159840062;-0,151281431;9,656152
591;-0,1684997;-0,1505548;9,659023
592;-0,182210773;-0,1534613;9,656152
593;-0,200251684;-0,152734682;9,666202
594;-0,199530035;-0,142561913;9,658305
595;-0,190148771;-0,151281431;9,645383
596;-0,180045873;-0,165087327;9,651126
597;-0,169221327;-0,154914558;9,643948
598;-0,174272776;-0,14837493;9,633897
599;-0,186540589;-0,157821074;9,651126
600;-0,192313686;-0,149101555;9,651126
601;-0,19520022;-0,143288538;9,646819
602;-0,193756953;-0,154914558;9,670509
603;-0,185097322;-0,14837493;9,653998
604;-0,172829509;-0,140382037;9,631025
605;-0,167056426;-0,151281431;9,651126
606;-0,1706646;-0,149101555;9,646819
607;-0,184375688;-0,144741789;9,646819
608;-0,203859851;-0,14837493;9,671227
609;-0,21540603;-0,141835287;9,653998
610;-0,21324113;-0,144015163;9,644666
611;-0,200251684;-0,149828181;9,670509
612;-0,185818955;-0,140382037;9,654716
613;-0,180045873;-0,146195039;9,626
614;-0,18148914;-0,1534613;9,632462
615;-0,193756953;-0,138928786;9,641794
616;-0,21324113;-0,139655411;9,652562
617;-0,226230577;-0,152734682;9,661895
618;-0,219014212;-0,145468414;9,652562
619;-0,205303133;-0,140382037;9,647537
620;-0,203859851;-0,1476483;9,65328
621;-0,20169495;-0,145468414;9,645383
622;-0,20169495;-0,149828181;9,641076
623;-0,220457479;-0,160727575;9,657587
624;-0,236333475;-0,151281431;9,65687
625;-0,239941657;-0,146921679;9,660459
626;-0,239941657;-0,152008057;9,672663
627;-0,223344028;-0,144015163;9,642511
628;-0,198086768;-0,146195039;9,62959
629;-0,190148771;-0,1585477;9,651126
630;-0,19520022;-0,149101555;9,63964
631;-0,203859851;-0,145468414;9,647537
632;-0,219014212;-0,152734682;9,671227
633;-0,234168574;-0,142561913;9,651126
634;-0,239220023;-0,144741789;9,647537
635;-0,230560392;-0,1534613;9,659741
636;-0,21540603;-0,143288538;9,638205
637;-0,212519482;-0,14837493;9,637486
638;-0,225508943;-0,159274325;9,65687
639;-0,243549839;-0,149828181;9,641794
640;-0,2565393;-0,149828181;9,646101
641;-0,2608691;-0,1534613;9,666202
642;-0,259425819;-0,144015163;9,643948
643;-0,251487821;-0,1476483;9,637486
644;-0,245714739;-0,149828181;9,655434
645;-0,246436387;-0,142561913;9,648254
646;-0,253652751;-0,149828181;9,644666
647;-0,27241528;-0,154914558;9,651844
648;-0,2890129;-0,141835287;9,64897251
