ticks;ax_20300039 (Fs:1024Hz Unit:m/s^2);ay_20300039 (Fs:1024Hz Unit:m/s^2);az_20300039 (Fs:1024Hz Unit:m/s^2)
310;-0,061697565;0,156081527;9,750194
311;-0,05881102;0,151721761;9,747322
312;-0,0595326573;0,149541885;9,747322
313;-0,05881102;0,148815259;9,75163
314;-0,0580893867;0,151721761;9,752348
315;-0,05736775;0,156808153;9,750912
316;-0,0537595674;0,154628277;9,746605
317;-0,0472648442;0,153901652;9,74804
318;-0,0414917581;0,158988029;9,76096249
319;-0,0342753977;0,16189453;9,760244
320;-0,023450857;0,16189453;9,750912
321;-0,020564314;0,1553549;9,762398
322;-0,020564314;0,150995135;9,767423
323;-0,0220075846;0,156808153;9,750912
324;-0,0241724942;0,157534778;9,755219
325;-0,020564314;0,151721761;9,772449
326;-0,0169561338;0,151721761;9,759526
327;-0,023450857;0,157534778;9,74804
328;-0,03211049;0,160441279;9,755937
329;-0,0400484838;0,158988029;9,753783
330;-0,04798648;0,156808153;9,759526
331;-0,04798648;0,153175026;9,769577
332;-0,05159466;0,148815259;9,755937
333;-0,05881102;0,148815259;9,752348
334;-0,0624192022;0,1553549;9,76670551
335;-0,06963556;0,1611679;9,76168
336;-0,06963556;0,1582614;9,754501
337;-0,06386247;0,157534778;9,756655
338;-0,0609759279;0,163347781;9,752348
339;-0,0537595674;0,160441279;9,756655
340;-0,04654321;0,150995135;9,764551
341;-0,04077012;0,154628277;9,754501
342;-0,0299455822;0,159714654;9,747322
343;-0,0176777691;0,153175026;9,752348
344;-0,0126263173;0,150995135;9,755219
345;-0,0155128613;0,157534778;9,758808
346;-0,0133479536;0,1611679;9,762398
347;-0,00324504962;0,1611679;9,763116
348;0,00397131033;0,16189453;9,758091
349;0,00469294656;0,16189453;9,755219
350;0,00252803834;0,156081527;9,753783
351;-0,00180177763;0,153901652;9,749476
352;-0,008296502;0,1611679;9,754501
353;-0,0126263173;0,16189453;9,755219
354;-0,0198426768;0,157534778;9,746605
355;-0,02850231;0,158988029;9,753065
356;-0,0328321271;0,160441279;9,757373
357;-0,0371619426;0,157534778;9,747322
358;-0,04870812;0,156808153;9,74804
359;-0,05881102;0,158988029;9,753783
360;-0,05592448;0,16189453;9,753783
361;-0,05736775;0,1611679;9,755219
362;-0,06314084;0,16189453;9,754501
363;-0,05592448;0,164074421;9,755937
364;-0,053037934;0,164074421;9,75163
365;-0,05736775;0,165527672;9,754501
366;-0,053037934;0,16189453;9,765269
367;-0,04293503;0,156808153;9,76168
368;-0,0371619426;0,160441279;9,765987
369;-0,03571867;0,162621155;9,767423
370;-0,0270590372;0,156081527;9,753783
371;-0,0133479536;0,149541885;9,753065
372;-0,0111830458;0,149541885;9,757373
373;-0,008296502;0,15026851;9,758091
374;0,00324967434;0,148815259;9,757373
375;0,00541458232;0,154628277;9,758091
376;-0,00108014164;0,160441279;9,762398
377;-0,008296502;0,153901652;9,76168
378;-0,0147912251;0,143002257;9,762398
379;-0,01406959;0,13864249;9,760244
380;-0,0147912251;0,148815259;9,753783
381;-0,0277806725;0,154628277;9,758808
382;-0,037883576;0,149541885;9,76670551
383;-0,03932685;0,153901652;9,76168
384;-0,04077012;0,16189453;9,75163
385;-0,0436566658;0,16189453;9,753783
386;-0,0436566658;0,160441279;9,76168
387;-0,04293503;0,163347781;9,760244
388;-0,0450999364;0,164074421;9,748758
389;-0,0450999364;0,164074421;9,748758
390;-0,0450999364;0,168434173;9,747322
391;-0,0450999364;0,164801046;9,741579
392;-0,04221339;0,1611679;9,756655
393;-0,03355376;0,159714654;9,76168
394;-0,0256157648;0,153175026;9,753783
395;-0,020564314;0,148815259;9,763116
396;-0,0169561338;0,149541885;9,760244
397;-0,0126263173;0,15026851;9,737272
398;-0,00685322937;0,153175026;9,733683
399;0,000363130355;0,152448386;9,74804
400;-0,00035850564;0,149541885;9,750912
401;-0,009739773;0,149541885;9,742297
402;-0,0147912251;0,149541885;9,744451
403;-0,01406959;0,149541885;9,762398
404;-0,0183994062;0,154628277;9,768141
405;-0,0270590372;0,156808153;9,753065
406;-0,03571867;0,153175026;9,749476
407;-0,04077012;0,151721761;9,76096249
408;-0,0414917581;0,154628277;9,758808
409;-0,044378303;0,157534778;9,75163
410;-0,05520284;0,158988029;9,755219
411;-0,0624192022;0,1611679;9,753783
412;-0,0595326573;0,162621155;9,758091
413;-0,0566461124;0,156081527;9,764551
414;-0,0523162968;0,149541885;9,758091
415;-0,04654321;0,153175026;9,759526
416;-0,04654321;0,156808153;9,764551
417;-0,0458215736;0,152448386;9,755937
418;-0,03932685;0,148815259;9,752348
419;-0,03211049;0,149541885;9,758091
420;-0,0256157648;0,150995135;9,755937
421;-0,0176777691;0,147362009;9,759526
422;-0,009018137;0,145908758;9,76670551
423;-0,00252341363;0,149541885;9,755219
424;-0,00035850564;0,148815259;9,749476
425;0,00324967434;0,143728882;9,76096249
426;0,00541458232;0,1444555;9,758808
427;0,000363130355;0,149541885;9,749476
428;-0,00468832161;0,15026851;9,76096249
429;-0,009739773;0,148815259;9,76670551
430;-0,0162344966;0,154628277;9,750912
431;-0,0227292217;0,16189453;9,740144
432;-0,0306672174;0,159714654;9,74804
433;-0,03355376;0,156081527;9,763116
434;-0,03932685;0,162621155;9,752348
435;-0,05015139;0,1662543;9,739426
436;-0,05881102;0,1611679;9,758808
437;-0,06314084;0,162621155;9,765269
438;-0,06602738;0,1662543;9,753783
439;-0,0732437447;0,160441279;9,76168
440;-0,07540865;0,156808153;9,762398
441;-0,06819229;0,1611679;9,755219
442;-0,06386247;0,1611679;9,752348
443;-0,06530575;0,156081527;9,74804
444;-0,0624192022;0,150995135;9,750194
445;-0,0523162968;0,150995135;9,753065
446;-0,0400484838;0,153901652;9,750912
447;-0,03355376;0,150995135;9,755219
448;-0,03211049;0,148815259;9,762398
449;-0,0306672174;0,150995135;9,765269
450;-0,020564314;0,154628277;9,760244
451;-0,0147912251;0,159714654;9,747322
452;-0,023450857;0,16189453;9,75163
453;-0,0270590372;0,1611679;9,76096249
454;-0,0183994062;0,1611679;9,76096249
455;-0,0198426768;0,1611679;9,757373
456;-0,029223945;0,1611679;9,757373
457;-0,0349970348;0,1611679;9,758808
458;-0,04221339;0,1611679;9,753783
459;-0,04870812;0,16189453;9,764551
460;-0,0602542944;0,1611679;9,777473
461;-0,06963556;0,1611679;9,76670551
462;-0,06530575;0,165527672;9,752348
463;-0,066749014;0,164801046;9,753783
464;-0,07540865;0,156081527;9,753065
465;-0,0732437447;0,152448386;9,756655
466;-0,0732437447;0,156808153;9,765987
467;-0,07468701;0,1611679;9,758808
468;-0,0725221038;0,16189453;9,750912
469;-0,0725221038;0,1611679;9,753065
470;-0,06386247;0,1611679;9,758808
471;-0,053037934;0,1611679;9,762398
472;-0,053037934;0,1611679;9,76168
473;-0,0544812046;0,1611679;9,76096249
474;-0,0494297519;0,16189453;9,76168
475;-0,0436566658;0,160441279;9,756655
476;-0,04221339;0,151721761;9,750194
477;-0,04221339;0,15026851;9,754501
478;-0,037883576;0,156808153;9,758091
479;-0,04221339;0,158988029;9,753065
480;-0,0523162968;0,1582614;9,752348
481;-0,0523162968;0,1582614;9,758091
482;-0,0537595674;0,1582614;9,760244
483;-0,06819229;0,158988029;9,755219
484;-0,0725221038;0,1582614;9,746605
485;-0,07757356;0,154628277;9,749476
486;-0,09200627;0,157534778;9,76096249
487;-0,09705773;0,16189453;9,755219
488;-0,0956144556;0,16189453;9,758808
489;-0,09705773;0,1611679;9,778192
490;-0,09777936;0,157534778;9,77173
491;-0,09777936;0,1582614;9,750912
492;-0,09922264;0,16189453;9,753783
493;-0,09489282;0,1611679;9,765987
494;-0,08551155;0,1611679;9,763834
495;-0,0811817348;0,1611679;9,757373
496;-0,0804601;0,1611679;9,753783
497;-0,070357196;0,1611679;9,755937
498;-0,0566461124;0,1611679;9,76168
499;-0,0523162968;0,1611679;9,760244
500;-0,0508730263;0,16189453;9,752348
501;-0,04654321;0,156808153;9,752348
502;-0,044378303;0,149541885;9,759526
503;-0,0450999364;0,149541885;9,755219
504;-0,0458215736;0,15026851;9,750912
505;-0,0508730263;0,149541885;9,763834
506;-0,05592448;0,149541885;9,764551
507;-0,05592448;0,15026851;9,746605
508;-0,061697565;0,148815259;9,74804
509;-0,0732437447;0,149541885;9,759526
510;-0,0811817348;0,153175026;9,755937
511;-0,08767646;0,152448386;9,75163
512;-0,09344955;0,15026851;9,750912
513;-0,0985010043;0,157534778;9,74804
514;-0,107882269;0,167707548;9,750912
515;-0,118706807;0,168434173;9,758091
516;-0,120150082;0,160441279;9,753065
517;-0,117985174;0,16189453;9,750912
518;-0,1165419;0,171340674;9,757373
519;-0,114376992;0,1691608;9,755937
520;-0,113655359;0,160441279;9,75163
521;-0,112212084;0,1611679;9,754501
522;-0,103552453;0,162621155;9,75163
523;-0,09128464;0,156081527;9,745887
524;-0,0819033757;0,151721761;9,758091
525;-0,07107883;0,152448386;9,765269
526;-0,06386247;0,153175026;9,76168
527;-0,06530575;0,153175026;9,76096249
528;-0,0645841062;0,150995135;9,759526
529;-0,0624192022;0,149541885;9,758808
530;-0,06314084;0,148088634;9,753783
531;-0,06530575;0,146635383;9,753065
532;-0,06963556;0,143728882;9,758808
533;-0,07180047;0,13864249;9,760244
534;-0,07107883;0,142275617;9,757373
535;-0,07685192;0,149541885;9,76168
536;-0,08911973;0,1553549;9,76168
537;-0,102109179;0,160441279;9,750194
538;-0,113655359;0,1611679;9,759526
539;-0,118706807;0,164801046;9,767423
540;-0,115820266;0,167707548;9,758091
541;-0,112933718;0,163347781;9,755219
542;-0,120150082;0,165527672;9,758091
543;-0,120150082;0,17352055;9,764551
544;-0,112933718;0,172793925;9,770294
545;-0,117263533;0,164074421;9,755937
546;-0,115098625;0,160441279;9,741579
547;-0,101387545;0,16189453;9,747322
548;-0,09417118;0,1611679;9,758091
549;-0,09344955;0,151721761;9,760244
550;-0,0927279145;0,13864249;9,758808
551;-0,08478992;0,139369115;9,755937
552;-0,07540865;0,145908758;9,747322
553;-0,07685192;0,142275617;9,742297
554;-0,07829519;0,135735989;9,749476
555;-0,07901683;0,139369115;9,757373
556;-0,07468701;0,147362009;9,754501
557;-0,07180047;0,15026851;9,750194
558;-0,08406828;0,150995135;9,754501
559;-0,09777936;0,157534778;9,75163
560;-0,10283082;0,166980922;9,741579
561;-0,104995728;0,17424719;9,747322
562;-0,11076881;0,1720673;9,75163
563;-0,121593356;0,163347781;9,740862
564;-0,130252987;0,164801046;9,742297
565;-0,133139536;0,17424719;9,75163
566;-0,128088072;0,171340674;9,746605
567;-0,125923172;0,1662543;9,749476
568;-0,130974621;0,164074421;9,765269
569;-0,132417887;0,1582614;9,760244
570;-0,129531354;0,152448386;9,750912
571;-0,1288097;0,148088634;9,768141
572;-0,125201538;0,148815259;9,776755
573;-0,1086039;0,153901652;9,769577
574;-0,09489282;0,150995135;9,76670551
575;-0,0927279145;0,148815259;9,76168
576;-0,09128464;0,148815259;9,763116
577;-0,0883981;0,151721761;9,769577
578;-0,07901683;0,1582614;9,76096249
579;-0,06819229;0,158988029;9,758091
580;-0,0674706548;0,1582614;9,770294
581;-0,06819229;0,1611679;9,770294
582;-0,066749014;0,162621155;9,759526
583;-0,07685192;0,167707548;9,762398
584;-0,09200627;0,1662543;9,763834
585;-0,09777936;0,157534778;9,756655
586;-0,09922264;0,1582614;9,762398
587;-0,103552453;0,162621155;9,76096249
588;-0,112212084;0,156808153;9,745169
589;-0,1244799;0,149541885;9,749476
590;-0,131696254;0,148815259;9,757373
591;-0,137469351;0,149541885;9,752348
592;-0,143242434;0,154628277;9,754501
593;-0,146850616;0,1582614;9,756655
594;-0,1446857;0,154628277;9,74804
595;-0,141077518;0,149541885;9,746605
596;-0,135304436;0,15026851;9,755937
597;-0,132417887;0,1582614;9,755937
598;-0,131696254;0,166980922;9,745887
599;-0,12231499;0,1691608;9,742297
600;-0,113655359;0,170614049;9,747322
601;-0,106438994;0,17424719;9,750912
602;-0,0963361;0,171340674;9,748758
603;-0,09489282;0,1691608;9,753783
604;-0,09344955;0,172793925;9,75163
605;-0,08334664;0,1691608;9,740144
606;-0,07757356;0,160441279;9,748758
607;-0,0804601;0,160441279;9,758091
608;-0,07901683;0,165527672;9,753783
609;-0,07685192;0,164801046;9,75163
610;-0,07757356;0,156081527;9,753065
611;-0,0811817348;0,149541885;9,760244
612;-0,0883981;0,149541885;9,755937
613;-0,09417118;0,149541885;9,747322
614;-0,09994427;0,15026851;9,76168
615;-0,106438994;0,152448386;9,764551
616;-0,112933718;0,153901652;9,753783
617;-0,1165419;0,1582614;9,76168
618;-0,119428448;0,1611679;9,76670551
619;-0,127366439;0,163347781;9,765269
620;-0,1288097;0,165527672;9,765269
621;-0,125923172;0,1611679;9,755219
622;-0,125201538;0,16189453;9,754501
623;-0,118706807;0,170614049;9,763116
624;-0,110047176;0,1691608;9,753783
625;-0,105717361;0,1611679;9,755219
626;-0,100665912;0,160441279;9,765987
627;-0,0927279145;0,16189453;9,76096249
628;-0,0883981;0,16189453;9,763834
629;-0,0883981;0,159714654;9,767423
630;-0,08478992;0,153175026;9,758808
631;-0,07757356;0,147362009;9,760244
632;-0,0761302859;0,141548991;9,76168
633;-0,0761302859;0,137189239;9,763116
634;-0,07468701;0,137189239;9,77173
635;-0,07757356;0,143728882;9,763834
636;-0,08262501;0,145182133;9,753065
637;-0,0869548246;0,137915865;9,74804
638;-0,0985010043;0,137915865;9,738708
639;-0,109325543;0,152448386;9,745169
640;-0,109325543;0,162621155;9,753783
641;-0,113655359;0,160441279;9,74804
642;-0,121593356;0,16189453;9,752348
643;-0,125923172;0,169887424;9,753783
644;-0,129531354;0,17352055;9,745169
645;-0,128088072;0,176427066;9,745887
646;-0,123758264;0,18587321;9,745887
647;-0,117263533;0,193866089;9,741579
648;-0,11076881;0,18587321;9,748758
649;-0,107160635;0,176427066;9,757373
650;-0,0985010043;0,176427066;9,760244
651;-0,0883981;0,17424719;9,76168
652;-0,0819033757;0,1611679;9,755219
653;-0,070357196;0,153175026;9,750194
654;-0,0602542944;0,157534778;9,754501
655;-0,0544812046;0,152448386;9,754501
656;-0,04870812;0,140095741;9,76096249
657;-0,0436566658;0,137189239;9,77173
658;-0,04221339;0,13864249;9,768141
659;-0,0436566658;0,137189239;9,767423
660;-0,0450999364;0,139369115;9,776037
661;-0,04870812;0,146635383;9,769577
662;-0,0537595674;0,146635383;9,764551
663;-0,0609759279;0,146635383;9,773884
664;-0,0761302859;0,154628277;9,763116
665;-0,09200627;0,1611679;9,758091
666;-0,09994427;0,1662543;9,765269
667;-0,106438994;0,172793925;9,756655
668;-0,117263533;0,17352055;9,752348
669;-0,12231499;0,172793925;9,750912
670;-0,120150082;0,17352055;9,746605
671;-0,115820266;0,167707548;9,758091
672;-0,115098625;0,16189453;9,767423
673;-0,121593356;0,160441279;9,758808
674;-0,115820266;0,152448386;9,755937
675;-0,09777936;0,145182133;9,756655
