ticks;ax_20300039 (Fs:1024Hz Unit:m/s^2);ay_20300039 (Fs:1024Hz Unit:m/s^2);az_20300039 (Fs:1024Hz Unit:m/s^2)
99;-0,1605617;-0,14837493;9,68271351
100;-0,15406698;-0,157094449;9,688457
101;-0,162004963;-0,17162697;9,680559
102;-0,1583968;-0,163634077;9,671945
103;-0,146128982;-0,1585477;9,674099
104;-0,143242434;-0,170900345;9,68702
105;-0,145407334;-0,1643607;9,68702
106;-0,143964067;-0,152734682;9,675534
107;-0,135304436;-0,1643607;9,689174
108;-0,132417887;-0,1694471;9,683431
109;-0,137469351;-0,165087327;9,659023
110;-0,133861169;-0,17017372;9,67697048
111;-0,127366439;-0,163634077;9,684867
112;-0,131696254;-0,157821074;9,664766
113;-0,1244799;-0,17162697;9,676252
114;-0,112212084;-0,1752601;9,68702
115;-0,123758264;-0,1585477;9,673381
116;-0,1288097;-0,156367809;9,675534
117;-0,112212084;-0,166540578;9,681995
118;-0,112933718;-0,1585477;9,674816
119;-0,123036623;-0,154187933;9,678406
120;-0,117985174;-0,162180826;9,693481
121;-0,115098625;-0,162180826;9,685585
122;-0,120150082;-0,162907451;9,669073
123;-0,1165419;-0,173806846;9,685585
124;-0,111490451;-0,1672672;9,688457
125;-0,118706807;-0,154187933;9,668356
126;-0,118706807;-0,1672672;9,681995
127;-0,110047176;-0,1723536;9,678406
128;-0,107882269;-0,163634077;9,655434
129;-0,109325543;-0,170900345;9,681995
130;-0,106438994;-0,170900345;9,691328
131;-0,09994427;-0,160727575;9,671945
132;-0,104274087;-0,1672672;9,681995
133;-0,104995728;-0,173080221;9,679842
134;-0,0956144556;-0,165087327;9,666202
135;-0,09705773;-0,162907451;9,678406
136;-0,101387545;-0,165813953;9,684867
137;-0,103552453;-0,162907451;9,677688
138;-0,106438994;-0,1672672;9,681277
139;-0,09777936;-0,1694471;9,679124
140;-0,09705773;-0,1614542;9,671227
141;-0,102109179;-0,163634077;9,679124
142;-0,09922264;-0,1694471;9,683431
143;-0,101387545;-0,165087327;9,677688
144;-0,102109179;-0,167993844;9,689892
145;-0,0985010043;-0,1672672;9,697071
146;-0,09705773;-0,152734682;9,674816
147;-0,104274087;-0,159274325;9,676252
148;-0,11076881;-0,17017372;9,68702
149;-0,104274087;-0,162180826;9,668356
150;-0,104274087;-0,162907451;9,671227
151;-0,115820266;-0,170900345;9,689892
152;-0,109325543;-0,1643607;9,681277
153;-0,09777936;-0,162907451;9,672663
154;-0,11076881;-0,176713347;9,681995
155;-0,113655359;-0,170900345;9,679842
156;-0,09705773;-0,157094449;9,673381
157;-0,104274087;-0,1672672;9,68702
158;-0,117985174;-0,167993844;9,677688
159;-0,104995728;-0,157094449;9,658305
160;-0,09705773;-0,168720469;9,685585
161;-0,1086039;-0,1723536;9,697071
162;-0,11076881;-0,1585477;9,669073
163;-0,09994427;-0,165813953;9,679124
164;-0,09922264;-0,174533471;9,6942
165;-0,106438994;-0,162180826;9,671945
166;-0,106438994;-0,162907451;9,673381
167;-0,09922264;-0,173080221;9,692045
168;-0,102109179;-0,163634077;9,674816
169;-0,115098625;-0,1585477;9,671227
170;-0,120871715;-0,1694471;9,694917
171;-0,123758264;-0,165813953;9,681995
172;-0,129531354;-0,162180826;9,666202
173;-0,1244799;-0,173080221;9,689174
174;-0,121593356;-0,167993844;9,69061
175;-0,130252987;-0,154914558;9,679124
176;-0,133861169;-0,157821074;9,692763
177;-0,131696254;-0,162907451;9,686302
178;-0,138190985;-0,167993844;9,669791
179;-0,1446857;-0,173080221;9,681277
180;-0,141077518;-0,1643607;9,68271351
181;-0,1425208;-0,162907451;9,672663
182;-0,1425208;-0,17162697;9,678406
183;-0,137469351;-0,1643607;9,673381
184;-0,143964067;-0,152008057;9,669791
185;-0,149015516;-0,1643607;9,685585
186;-0,143964067;-0,174533471;9,687738
187;-0,143242434;-0,1614542;9,675534
188;-0,1504588;-0,1585477;9,677688
189;-0,154788613;-0,1672672;9,689892
190;-0,149737149;-0,1614542;9,681277
191;-0,146850616;-0,155641183;9,670509
192;-0,155510247;-0,163634077;9,684149
193;-0,169221327;-0,1643607;9,678406
194;-0,16777806;-0,1643607;9,671945
195;-0,159840062;-0,1694471;9,691328
196;-0,169221327;-0,1643607;9,680559
197;-0,18148914;-0,1694471;9,665484
198;-0,177880958;-0,176713347;9,68271351
199;-0,16994296;-0,162180826;9,684149
200;-0,177159324;-0,1585477;9,67697048
201;-0,187983871;-0,1723536;9,680559
202;-0,192313686;-0,173806846;9,674816
203;-0,199530035;-0,165813953;9,683431
204;-0,208911315;-0,1585477;9,681995
205;-0,208189666;-0,1585477;9,664766
206;-0,203138217;-0,168720469;9,685585
207;-0,205303133;-0,162907451;9,681277
208;-0,211076215;-0,1534613;9,66333
209;-0,212519482;-0,167993844;9,691328
210;-0,219735846;-0,170900345;9,679842
211;-0,221900761;-0,1643607;9,661895
212;-0,213962764;-0,1672672;9,688457
213;-0,224065661;-0,156367809;9,678406
214;-0,231282026;-0,146921679;9,675534
215;-0,227673844;-0,1585477;9,70066
216;-0,237055108;-0,1643607;9,688457
217;-0,234168574;-0,1614542;9,674099
218;-0,231282026;-0,162907451;9,679124
219;-0,246436387;-0,160727575;9,68271351
220;-0,248601288;-0,154914558;9,689174
221;-0,2449931;-0,1585477;9,685585
222;-0,254374385;-0,163634077;9,674816
223;-0,263755649;-0,162180826;9,668356
224;-0,264477283;-0,1614542;9,66692
225;-0,27025038;-0,1672672;9,67697048
226;-0,283961445;-0,163634077;9,688457
227;-0,284683079;-0,152008057;9,681995
228;-0,274580181;-0,154914558;9,679124
229;-0,286848;-0,162907451;9,685585
230;-0,300559074;-0,159274325;9,678406
231;-0,2933427;-0,155641183;9,681277
232;-0,294064343;-0,16000095;9,692045
233;-0,29550764;-0,162180826;9,684149
234;-0,294786;-0,165087327;9,679124
235;-0,308497071;-0,166540578;9,681277
236;-0,3113836;-0,157094449;9,672663
237;-0,302002341;-0,157821074;9,670509
238;-0,310661972;-0,1643607;9,673381
239;-0,320043266;-0,157821074;9,670509
240;-0,316435069;-0,157821074;9,686302
241;-0,324373066;-0,16000095;9,699224
242;-0,330146164;-0,154914558;9,67697048
243;-0,321486533;-0,16000095;9,670509
244;-0,3287029;-0,160727575;9,675534
245;-0,340249062;-0,154187933;9,671227
246;-0,340249062;-0,1614542;9,692045
247;-0,347465426;-0,1614542;9,69061
248;-0,35251686;-0,152008057;9,661177
249;-0,3568467;-0,1643607;9,677688
250;-0,368392855;-0,1694471;9,692045
251;-0,3626198;-0,152734682;9,675534
252;-0,3626198;-0,151281431;9,681995
253;-0,38210395;-0,1585477;9,684867
254;-0,3748876;-0,154187933;9,671945
255;-0,365506321;-0,160727575;9,679124
256;-0,384990484;-0,17162697;9,686302
257;-0,390041947;-0,16000095;9,676252
258;-0,384990484;-0,1534613;9,673381
259;-0,400144845;-0,168720469;9,678406
260;-0,403753;-0,167993844;9,668356
261;-0,397979945;-0,154914558;9,659741
262;-0,410247743;-0,1585477;9,67697048
263;-0,416742474;-0,1585477;9,679124
264;-0,408082843;-0,149101555;9,664048
265;-0,411691;-0,157094449;9,675534
266;-0,420350641;-0,165087327;9,681995
267;-0,421793938;-0,157821074;9,659741
268;-0,41602084;-0,162907451;9,669073
269;-0,411691;-0,170900345;9,695635
270;-0,4254021;-0,154187933;9,674816
271;-0,437669933;-0,146195039;9,668356
272;-0,430453569;-0,159274325;9,695635
273;-0,434783369;-0,159274325;9,681277
274;-0,452102631;-0,160727575;9,669791
275;-0,457875729;-0,170900345;9,691328
276;-0,452102631;-0,1643607;9,681995
277;-0,444886267;-0,157094449;9,669791
278;-0,458597362;-0,162180826;9,68271351
279;-0,474473357;-0,162907451;9,680559
280;-0,46653536;-0,157821074;9,672663
281;-0,4650921;-0,160727575;9,678406
282;-0,472308457;-0,162180826;9,684867
283;-0,478803158;-0,152008057;9,67697048
284;-0,490349352;-0,151281431;9,670509
285;-0,489627719;-0,160727575;9,683431
286;-0,4809681;-0,1534613;9,67697048
287;-0,4874628;-0,149828181;9,666202
288;-0,5026172;-0,159274325;9,688457
289;-0,5033388;-0,152008057;9,685585
290;-0,49828735;-0,144015163;9,671945
291;-0,5011739;-0,154914558;9,687738
292;-0,5026172;-0,154187933;9,671945
293;-0,49828735;-0,151281431;9,660459
294;-0,501895547;-0,159274325;9,688457
295;-0,5134417;-0,152008057;9,677688
296;-0,5141633;-0,146195039;9,66692
297;-0,5134417;-0,160727575;9,689174
298;-0,522823;-0,16000095;9,678406
299;-0,5213797;-0,1505548;9,664766
300;-0,517049849;-0,1585477;9,67697048
301;-0,5293177;-0,16000095;9,67697048
302;-0,5365341;-0,149101555;9,677688
303;-0,532925844;-0,152008057;9,680559
304;-0,532925844;-0,159274325;9,68271351
305;-0,5408639;-0,154187933;9,683431
306;-0,5459153;-0,149101555;9,673381
307;-0,538699;-0,156367809;9,684149
308;-0,537977338;-0,157094449;9,687738
309;-0,5552966;-0,1505548;9,664048
310;-0,561069667;-0,155641183;9,681995
311;-0,556018233;-0,157094449;9,692763
312;-0,560348034;-0,151281431;9,665484
313;-0,5596264;-0,1614542;9,678406
314;-0,558904767;-0,166540578;9,689892
315;-0,570450962;-0,154187933;9,670509
316;-0,5690077;-0,1534613;9,667638
317;-0,556739867;-0,16000095;9,66333
318;-0,556739867;-0,155641183;9,664766
319;-0,5690077;-0,1505548;9,679842
320;-0,5776673;-0,1505548;9,674816
321;-0,567564368;-0,151281431;9,664048
322;-0,5596264;-0,1534613;9,673381
323;-0,576224;-0,157821074;9,681277
324;-0,581275463;-0,1614542;9,674816
325;-0,5617913;-0,1643607;9,675534
326;-0,561069667;-0,157094449;9,677688
327;-0,579110563;-0,146195039;9,671227
328;-0,583440363;-0,1534613;9,679842
329;-0,576224;-0,162180826;9,691328
330;-0,574780762;-0,1534613;9,681277
331;-0,58271873;-0,151281431;9,676252
332;-0,583440363;-0,155641183;9,681995
333;-0,5805538;-0,1505548;9,674099
334;-0,5870486;-0,151281431;9,669791
335;-0,5877702;-0,160727575;9,678406
336;-0,5848837;-0,157821074;9,671227
337;-0,5899351;-0,1505548;9,669073
338;-0,5942649;-0,154914558;9,680559
339;-0,5899351;-0,152008057;9,676252
340;-0,588491857;-0,145468414;9,672663
341;-0,5964298;-0,154914558;9,675534
342;-0,592821658;-0,1643607;9,674099
343;-0,5892135;-0,157094449;9,671227
344;-0,6007596;-0,152734682;9,66692
345;-0,600038;-0,157821074;9,673381
346;-0,5899351;-0,154187933;9,67697048
347;-0,588491857;-0,1505548;9,669791
348;-0,5783889;-0,149828181;9,67697048
349;-0,5740591;-0,141835287;9,678406
350;-0,590656757;-0,137475535;9,664766
351;-0,5957082;-0,1505548;9,67697048
352;-0,584162;-0,16000095;9,685585
353;-0,581275463;-0,146921679;9,661177
354;-0,5899351;-0,145468414;9,667638
355;-0,5899351;-0,159274325;9,689892
356;-0,5783889;-0,14837493;9,671227
357;-0,576224;-0,144015163;9,664766
358;-0,5899351;-0,1643607;9,689892
359;-0,6007596;-0,160727575;9,679842
360;-0,5942649;-0,144741789;9,664048
361;-0,5870486;-0,151281431;9,680559
362;-0,588491857;-0,154187933;9,673381
363;-0,5870486;-0,152734682;9,661177
364;-0,5870486;-0,165087327;9,685585
365;-0,586326957;-0,1643607;9,680559
366;-0,58271873;-0,154914558;9,661177
367;-0,5870486;-0,1643607;9,684149
368;-0,583440363;-0,162180826;9,68271351
369;-0,5740591;-0,146921679;9,659023
370;-0,5776673;-0,152734682;9,680559
371;-0,576945662;-0,1585477;9,697788
372;-0,5697293;-0,1505548;9,678406
373;-0,5711726;-0,154914558;9,675534
374;-0,5733375;-0,162180826;9,681277
375;-0,5718942;-0,1534613;9,671945
376;-0,568286061;-0,149828181;9,671945
377;-0,567564368;-0,154187933;9,678406
378;-0,564677835;-0,152734682;9,674099
379;-0,5552966;-0,154187933;9,667638
380;-0,553853333;-0,1585477;9,673381
381;-0,558183134;-0,146921679;9,679842
382;-0,562512934;-0,141835287;9,677688
383;-0,558183134;-0,154914558;9,683431
384;-0,5502451;-0,156367809;9,686302
385;-0,554574966;-0,14837493;9,674816
386;-0,556018233;-0,152734682;9,679124
387;-0,5509668;-0,1585477;9,689174
388;-0,5502451;-0,152734682;9,674816
389;-0,5473586;-0,155641183;9,669073
390;-0,548801839;-0,162180826;9,681995
391;-0,554574966;-0,149101555;9,672663
392;-0,5451937;-0,144741789;9,674816
393;-0,535812438;-0,157821074;9,689892
394;-0,538699;-0,1585477;9,678406
395;-0,5372557;-0,154914558;9,680559
396;-0,5300393;-0,1614542;9,68702
397;-0,522101343;-0,162907451;9,668356
398;-0,519936442;-0,156367809;9,664766
399;-0,517771542;-0,14837493;9,67697048
400;-0,5134417;-0,149101555;9,679124
401;-0,510555148;-0,155641183;9,673381
402;-0,501895547;-0,152008057;9,672663
403;-0,504060447;-0,149101555;9,675534
404;-0,5156066;-0,157094449;9,671945
405;-0,506225348;-0,16000095;9,670509
406;-0,490349352;-0,154914558;9,675534
407;-0,496844083;-0,1585477;9,673381
408;-0,5011739;-0,1614542;9,671227
409;-0,491792619;-0,159274325;9,674099
410;-0,4874628;-0,1585477;9,674816
411;-0,489627719;-0,16000095;9,679124
412;-0,488184452;-0,1614542;9,678406
413;-0,483854622;-0,157094449;9,674099
414;-0,480246454;-0,156367809;9,68702
415;-0,475916624;-0,16000095;9,688457
416;-0,4694219;-0,154187933;9,672663
417;-0,462205529;-0,155641183;9,679124
418;-0,464370459;-0,157094449;9,683431
419;-0,4730301;-0,152008057;9,667638
420;-0,467257;-0,1614542;9,67697048
421;-0,4571541;-0,165813953;9,689174
422;-0,457875729;-0,154914558;9,674816
423;-0,452102631;-0,157821074;9,675534
424;-0,443443;-0,1643607;9,678406
425;-0,4456079;-0,156367809;9,660459
426;-0,43694827;-0,152008057;9,669791
427;-0,422515571;-0,1585477;9,687738
428;-0,421793938;-0,157094449;9,671945
429;-0,416742474;-0,154187933;9,661895
430;-0,408082843;-0,159274325;9,662613
431;-0,414577574;-0,1585477;9,661177
432;-0,41385594;-0,152008057;9,674099
433;-0,400144845;-0,152734682;9,684149
434;-0,4015881;-0,157821074;9,684149
435;-0,408082843;-0,159274325;9,67697048
436;-0,400144845;-0,155641183;9,668356
437;-0,392928481;-0,159274325;9,681995
438;-0,395815045;-0,157094449;9,675534
439;-0,390763581;-0,152008057;9,657587
440;-0,38426885;-0,16000095;9,679124
441;-0,383547217;-0,157821074;9,684149
442;-0,3748876;-0,152008057;9,667638
443;-0,3748876;-0,159274325;9,68271351
444;-0,38210395;-0,1614542;9,684867
445;-0,374165952;-0,1585477;9,671945
446;-0,367671221;-0,160727575;9,681995
447;-0,368392855;-0,157094449;9,673381
448;-0,355403423;-0,152008057;9,661177
449;-0,350351959;-0,1614542;9,675534
450;-0,35251686;-0,170900345;9,676252
451;-0,3388058;-0,162180826;9,667638
452;-0,336640865;-0,1585477;9,674816
453;-0,3409707;-0,163634077;9,68271351
454;-0,325816333;-0,157094449;9,676252
455;-0,324373066;-0,155641183;9,66692
456;-0,3287029;-0,1614542;9,679124
457;-0,317878336;-0,159274325;9,681995
458;-0,3113836;-0,159274325;9,66692
459;-0,304167271;-0,163634077;9,674816
460;-0,29767254;-0,156367809;9,675534
461;-0,303445637;-0,154187933;9,661177
462;-0,312105268;-0,168720469;9,679124
463;-0,3113836;-0,168720469;9,684867
464;-0,29767254;-0,152008057;9,661177
465;-0,286848;-0,156367809;9,670509
466;-0,294786;-0,1672672;9,678406
467;-0,3012807;-0,159274325;9,658305
468;-0,2854047;-0,160727575;9,667638
469;-0,273858547;-0,167993844;9,68702
470;-0,278188378;-0,157821074;9,679842
471;-0,273858547;-0,1505548;9,677688
472;-0,26808545;-0,1614542;9,684149
473;-0,26808545;-0,155641183;9,678406
474;-0,2608691;-0,144015163;9,676252
475;-0,2565393;-0,156367809;9,688457
476;-0,257982552;-0,162907451;9,680559
477;-0,245714739;-0,154914558;9,66692
478;-0,234890208;-0,157821074;9,679842
479;-0,241384923;-0,163634077;9,684149
480;-0,244271472;-0,162180826;9,674816
481;-0,235611841;-0,162180826;9,681277
482;-0,227673844;-0,162907451;9,68702
483;-0,224065661;-0,157094449;9,674816
484;-0,216127664;-0,155641183;9,671227
485;-0,208911315;-0,1614542;9,676252
486;-0,211076215;-0,163634077;9,674099
487;-0,211076215;-0,162907451;9,676252
488;-0,205303133;-0,156367809;9,680559
489;-0,2067464;-0,152008057;9,672663
490;-0,211797848;-0,159274325;9,671227
491;-0,203859851;-0,163634077;9,676252
492;-0,1966435;-0,160727575;9,677688
493;-0,202416584;-0,1643607;9,681277
494;-0,199530035;-0,17017372;9,681277
495;-0,192313686;-0,166540578;9,678406
496;-0,198086768;-0,16000095;9,674099
497;-0,1908704;-0,1643607;9,679842
498;-0,177159324;-0,170900345;9,684867
499;-0,180045873;-0,1643607;9,671227
500;-0,176437691;-0,163634077;9,681277
501;-0,16994296;-0,170900345;9,697071
502;-0,177880958;-0,160727575;9,67697048
503;-0,172829509;-0,1534613;9,671227
504;-0,159840062;-0,163634077;9,687738
505;-0,164891511;-0,1672672;9,681995
506;-0,163448244;-0,162907451;9,669073
507;-0,1526237;-0,165087327;9,677688
508;-0,156953514;-0,165813953;9,685585
509;-0,15406698;-0,160727575;9,679124
510;-0,1446857;-0,1643607;9,677688
511;-0,147572249;-0,17017372;9,669791
512;-0,146128982;-0,165813953;9,666202
513;-0,140355885;-0,163634077;9,679842
514;-0,1446857;-0,165087327;9,68271351
515;-0,140355885;-0,165813953;9,677688
516;-0,131696254;-0,168720469;9,683431
517;-0,135304436;-0,165087327;9,679842
518;-0,13602607;-0,166540578;9,670509
519;-0,125923172;-0,1752601;9,678406
520;-0,125923172;-0,168720469;9,688457
521;-0,13602607;-0,162907451;9,684149
522;-0,138912618;-0,1723536;9,681995
523;-0,129531354;-0,17017372;9,68271351
524;-0,1244799;-0,157821074;9,673381
525;-0,12231499;-0,1643607;9,678406
526;-0,120150082;-0,1694471;9,686302
527;-0,123036623;-0,162180826;9,674099
528;-0,117985174;-0,1672672;9,681995
529;-0,117985174;-0,173080221;9,69061
530;-0,115098625;-0,1643607;9,674816
531;-0,10283082;-0,1672672;9,68271351
532;-0,1086039;-0,173806846;9,6942
533;-0,11076881;-0,1585477;9,677688
534;-0,0985010043;-0,155641183;9,677688
535;-0,10283082;-0,1752601;9,692045
536;-0,110047176;-0,173080221;9,681995
537;-0,100665912;-0,160727575;9,671227
538;-0,09922264;-0,166540578;9,681995
539;-0,106438994;-0,163634077;9,683431
540;-0,102109179;-0,1534613;9,661895
541;-0,09922264;-0,165087327;9,672663
542;-0,104274087;-0,168720469;9,696353
543;-0,102109179;-0,152734682;9,676252
544;-0,107160635;-0,155641183;9,676252
545;-0,111490451;-0,1614542;9,689892
546;-0,10283082;-0,14837493;9,664766
547;-0,1086039;-0,157094449;9,669791
548;-0,115098625;-0,174533471;9,689174
549;-0,0985010043;-0,160727575;9,671227
550;-0,09705773;-0,149828181;9,673381
551;-0,110047176;-0,1643607;9,696353
552;-0,10283082;-0,1643607;9,686302
553;-0,09922264;-0,1534613;9,66692
554;-0,105717361;-0,1643607;9,676252
555;-0,102109179;-0,17017372;9,683431
556;-0,10283082;-0,159274325;9,675534
557;-0,104995728;-0,162180826;9,68271351
558;-0,09994427;-0,165813953;9,681277
559;-0,101387545;-0,1614542;9,667638
560;-0,100665912;-0,1672672;9,684149
561;-0,100665912;-0,1694471;9,686302
562;-0,101387545;-0,162180826;9,665484
563;-0,09344955;-0,162180826;9,681277
564;-0,09489282;-0,162180826;9,693481
565;-0,103552453;-0,157821074;9,674099
566;-0,09777936;-0,165087327;9,676252
567;-0,0898413658;-0,173806846;9,684867
568;-0,09777936;-0,1643607;9,670509
569;-0,107160635;-0,163634077;9,676252
570;-0,110047176;-0,170900345;9,697071
571;-0,110047176;-0,159274325;9,678406
572;-0,109325543;-0,156367809;9,662613
573;-0,112212084;-0,17017372;9,687738
574;-0,115820266;-0,165813953;9,691328
575;-0,120871715;-0,162180826;9,671227
576;-0,128088072;-0,176713347;9,681995
577;-0,125201538;-0,170900345;9,68702
578;-0,12231499;-0,152734682;9,66333
579;-0,129531354;-0,160727575;9,668356
580;-0,128088072;-0,165813953;9,684149
581;-0,1244799;-0,154187933;9,675534
582;-0,1288097;-0,163634077;9,681995
583;-0,128088072;-0,173806846;9,688457
584;-0,1244799;-0,165087327;9,671227
585;-0,129531354;-0,166540578;9,677688
586;-0,135304436;-0,1723536;9,6942
587;-0,130252987;-0,1672672;9,67697048
588;-0,127366439;-0,168720469;9,665484
589;-0,1345828;-0,17017372;9,674099
590;-0,1288097;-0,1643607;9,679124
591;-0,1266448;-0,1614542;9,681277
592;-0,141077518;-0,162180826;9,681995
593;-0,145407334;-0,162907451;9,68702
594;-0,146128982;-0,162180826;9,684867
595;-0,1526237;-0,160727575;9,67697048
596;-0,1504588;-0,1643607;9,67697048
597;-0,151902065;-0,1694471;9,674816
598;-0,165613145;-0,165813953;9,678406
599;-0,166334778;-0,165813953;9,68702
600;-0,159840062;-0,1694471;9,68702
601;-0,1684997;-0,1672672;9,680559
602;-0,1684997;-0,162907451;9,680559
603;-0,161283329;-0,1643607;9,683431
604;-0,173551142;-0,1694471;9,687738
605;-0,174994409;-0,166540578;9,69061
606;-0,1684997;-0,165087327;9,684149
607;-0,179324239;-0,165813953;9,68271351
608;-0,1829324;-0,160727575;9,687738
609;-0,177880958;-0,1643607;9,685585
610;-0,183654055;-0,17162697;9,686302
611;-0,1908704;-0,16000095;9,683431
612;-0,191592038;-0,1505548;9,674816
613;-0,190148771;-0,163634077;9,692045
614;-0,190148771;-0,1643607;9,6942
615;-0,195921853;-0,157094449;9,661895
616;-0,20169495;-0,1672672;9,66692
617;-0,203138217;-0,1694471;9,684149
618;-0,211076215;-0,1614542;9,669073
619;-0,218292579;-0,167993844;9,674099
620;-0,212519482;-0,167993844;9,69061
621;-0,210354581;-0,1534613;9,677688
622;-0,219735846;-0,16000095;9,67697048
623;-0,234168574;-0,17162697;9,686302
624;-0,234168574;-0,160727575;9,679842
625;-0,229838759;-0,154187933;9,687738
626;-0,2449931;-0,1614542;9,695635
627;-0,252931118;-0,16000095;9,681995
628;-0,246436387;-0,1585477;9,671227
629;-0,252209455;-0,162180826;9,671227
630;-0,2608691;-0,163634077;9,67697048
631;-0,257260919;-0,16000095;9,67697048
632;-0,255096018;-0,154914558;9,675534
633;-0,268807083;-0,159274325;9,681995
634;-0,273858547;-0,1614542;9,681277
635;-0,265198916;-0,1585477;9,680559
636;-0,27025038;-0,1614542;9,68702
637;-0,279631644;-0,1614542;9,680559
638;-0,2774667;-0,157821074;9,674816
639;-0,2810749;-0,160727575;9,677688
640;-0,292621076;-0,1643607;9,675534
641;-0,2890129;-0,16000095;9,67697048
642;-0,2832398;-0,154914558;9,679124
643;-0,292621076;-0,1585477;9,669073
644;-0,2969509;-0,163634077;9,669073
645;-0,3012807;-0,162180826;9,685585
646;-0,3128269;-0,162180826;9,688457
647;-0,313548535;-0,162180826;9,678406
648;-0,3207649;-0,162907451;9,669073
649;-0,3330327;-0,1614542;9,66333
650;-0,323651433;-0,159274325;9,668356
651;-0,321486533;-0,160727575;9,679842
652;-0,336640865;-0,156367809;9,684149
653;-0,339527428;-0,152008057;9,675534
654;-0,3431356;-0,163634077;9,669073
655;-0,350351959;-0,165087327;9,676252
656;-0,345300525;-0,152008057;9,673381
